,coexpression_counts
BANF1,180
SF3B2,180
GSTP1,180
LAMTOR1,180
SPCS2,180
RPS3,180
SERPINH1,180
NDUFC2,180
TIMM8B,180
REXO2,180
ATP5MG,180
RPS25,180
APLP2,180
VIM,180
ITGB1,180
SRGN,180
PPA1,180
MRPS16,180
RPS24,180
GHITM,180
PGAM1,180
ATP5MD,180
GSTO1,180
ECHS1,180
MRPL51,180
GAPDH,180
PTMS,180
TPI1,180
PHB2,180
YBX3,180
H2AFJ,180
STRAP,180
LDHB,180
TUBA1B,180
TUBA1A,180
TUBA1C,180
TMBIM6,180
PFDN5,180
ATP5MC2,180
HNRNPA1,180
CD63,180
RPS26,180
RPL41,180
MYL6,180
NACA,180
GLIPR1,180
NAP1L1,180
NDUFA12,180
SLC25A3,180
HSP90B1,180
CKAP4,180
ARPC3,180
ERP29,180
RPL6,180
PEBP1,180
RPLP0,180
DYNLL1,180
MLEC,180
ARL6IP4,180
UBC,180
RAN,180
SAP18,180
RPL21,180
POMP,180
HMGB1,180
TPT1,180
ITM2B,180
COMMD6,180
COL4A2,180
HNRNPC,180
DAD1,180
MRPL52,180
PSMB5,180
NEDD8,180
RPS29,180
RPL36AL,180
RTRAF,180
LGALS3,180
KTN1,180
SLIRP,180
CALM1,180
IFI27L2,180
HSP90AA1,180
SRP14,180
PDIA3,180
SERF2,180
B2M,180
EID1,180
ANXA2,180
TPM1,180
RPS27L,180
PPIB,180
RPL4,180
RPLP1,180
PKM,180
COX5A,180
METTL26,180
STUB1,180
NDUFB10,180
RPS2,180
ELOB,180
RPS15A,180
MMP2,180
MT2A,180
FAM96B,180
TMEM208,180
HSBP1,180
COX4I1,180
MAP1LC3B,180
APRT,180
RPL13,180
PFN1,180
C1QBP,180
TXNDC17,180
EIF5A,180
EIF4A1,180
NAA38,180
TRAPPC1,180
RPL26,180
UBB,180
RPL23A,180
CCL2,180
RPL23,180
RPL19,180
EIF1,180
CAVIN1,180
RPL27,180
ATP5MC1,180
PHB,180
COL1A1,180
NME1,180
PSMC5,180
RPL38,180
SUMO2,180
ACTG1,180
P4HB,180
ARHGDIA,180
ANAPC11,180
MYL12A,180
MYL12B,180
ATP5F1A,180
TXNL4A,180
FKBP1A,180
DSTN,180
CST3,180
DYNLRB1,180
YWHAB,180
ZFAS1,180
GNAS,180
ATP5F1E,180
PSMA7,180
RPS21,180
PPDPF,180
BSG,180
GPX4,180
ATP5F1D,180
CIRBP,180
RPS15,180
UQCR11,180
OAZ1,180
TIMM13,180
EEF2,180
MAP2K2,180
MYDGF,180
RPL36,180
RPS28,180
UBL5,180
EIF3G,180
TRIR,180
CALR,180
GADD45GIP1,180
C19orf53,180
NDUFB7,180
TPM4,180
PGLS,180
RPL18A,180
UBA52,180
COPE,180
UQCRFS1,180
PDCD5,180
COX6B1,180
CAPNS1,180
PSMD8,180
EIF3K,180
RPS16,180
RPS19,180
RABAC1,180
SNRPD2,180
CALM3,180
AP2S1,180
EMP3,180
KDELR1,180
RPL18,180
BAX,180
FTL,180
RPL13A,180
RPS11,180
RRAS,180
PRMT1,180
ETFB,180
RPS9,180
RPL28,180
RPS5,180
UBE2M,180
MIF,180
DDT,180
UQCR10,180
SELENOM,180
LGALS1,180
EIF3L,180
RPL3,180
RBX1,180
XRCC6,180
SNU13,180
CYB5R3,180
TSPO,180
GABPA,180
MAP3K7CL,180
AP000254.1,180
LINC00649,180
WRB,180
CSTB,180
COL6A2,180
MT-ND1,180
MT-ND2,180
MT-CO1,180
MT-CO2,180
MT-ATP6,180
MT-CO3,180
MT-ND3,180
MT-ND4,180
MT-CYB,180
MRPL20,179
GNB1,179
MINOS1,179
NUDC,179
ATP5IF1,179
PTP4A2,179
THRAP3,179
CAP1,179
ATP6V0B,179
LAMTOR5,179
ATP5PB,179
MRPS21,179
ILF2,179
RAB13,179
FDPS,179
PFDN2,179
LAMC1,179
SNRPE,179
EPRS,179
SRP9,179
COX20,179
HNRNPU,179
LAPTM4A,179
SF3B6,179
EPAS1,179
CCT4,179
PCBP1,179
LIMS1,179
IL1B,179
ACTR3,179
DBI,179
SSB,179
HNRNPA3,179
ITGAV,179
HSPD1,179
HSPE1,179
BZW1,179
NBEAL1,179
PSMD1,179
HDLBP,179
2-Sep,179
NDUFAF3,179
DCBLD2,179
ATP1B3,179
SELENOT,179
FNDC3B,179
ATP13A3,179
C4orf48,179
WDR1,179
FAM114A1,179
CXCL6,179
CXCL1,179
HNRNPDL,179
SEC31A,179
ADH5,179
IL6ST,179
TBCA,179
TMEM167A,179
VDAC1,179
NDUFA2,179
CSNK1A1,179
ATOX1,179
HIGD2A,179
NHP2,179
MGAT4B,179
HMGA1,179
SRSF3,179
CD164,179
RAB32,179
TCP1,179
PSMB1,179
FSCN1,179
H2AFV,179
CCT6A,179
ARPC1B,179
BUD31,179
LAMTOR4,179
ZNHIT1,179
AKR1B1,179
SSBP1,179
SMS,179
PRDX4,179
NDUFB11,179
MORF4L2,179
BCAP31,179
NAA10,179
FLNA,179
PDLIM2,179
EIF4EBP1,179
PRKDC,179
EIF3E,179
ENY2,179
EIF3H,179
HNRNPK,179
ANP32B,179
ATP6V1G1,179
SET,179
SURF4,179
TMEM141,179
PSMD13,179
PHLDA2,179
ILK,179
TAF10,179
C11orf58,179
NUCB2,179
LDHA,179
EIF3M,179
CD44,179
FKBP2,179
CTSC,179
RDX,179
TAGLN,179
HSPA8,179
KIF5B,179
SAR1A,179
PSAP,179
VDAC2,179
PDLIM1,179
TM9SF3,179
NDUFB8,179
MLF2,179
MGST1,179
LIMA1,179
IGFBP6,179
PA2G4,179
ATP5F1B,179
PTGES3,179
RAP1B,179
CCT2,179
SNRPF,179
IKBIP,179
COX6A1,179
TMED2,179
COL4A1,179
PSME2,179
SNX6,179
PSMA3,179
ATP6V1D,179
ACTN1,179
ERH,179
TMED10,179
DYNC1H1,179
ATP5MPL,179
EMC4,179
NOP10,179
PSMA4,179
MORF4L1,179
TMED3,179
RPS17,179
SEC11A,179
CIB1,179
MPG,179
NME4,179
METRN,179
GSPT1,179
UQCRC2,179
NDUFAB1,179
TUFM,179
COTL1,179
TRAPPC2L,179
YWHAE,179
PSMB6,179
PSMB3,179
PSMD3,179
CLTC,179
MRC2,179
ATP5PD,179
JPT1,179
MXRA7,179
TIMP2,179
NDUFAF8,179
NDUFV2,179
VAPA,179
TUBB6,179
LMAN1,179
RRBP1,179
EIF2S2,179
MYL9,179
RPN2,179
CNN2,179
AES,179
NDUFA11,179
HNRNPM,179
CDC37,179
WDR83OS,179
LSM4,179
REX1BD,179
FXYD5,179
TBCB,179
SELENOW,179
UBE2L3,179
SNRPD3,179
MYH9,179
POLR2F,179
TOMM22,179
RPS19BP1,179
COL6A1,179
MT-ND5,179
SDF4,178
RER1,178
HNRNPR,178
TMEM50A,178
KHDRBS1,178
TMEM59,178
RBM8A,178
S100A16,178
HDGF,178
UFC1,178
NDUFS2,178
TPR,178
TIMM17A,178
CAPN2,178
MCFD2,178
SPTBN1,178
RNF181,178
MAP4K4,178
MZT2A,178
PRPF40A,178
SF3B1,178
COL6A3,178
SEC13,178
LSM3,178
CRTAP,178
MAP4,178
TIMMDC1,178
SEC61A1,178
SEC62,178
NDUFB5,178
PAK2,178
ATP5ME,178
UCHL1,178
TMEM165,178
SRP72,178
SCARB2,178
PDCD6,178
CCT5,178
NDUFS4,178
CAST,178
P4HA2,178
HSPA4,178
UBE2B,178
SPOCK1,178
HSPA9,178
YIPF5,178
HNRNPAB,178
SSR1,178
TMEM14C,178
SNRPC,178
RWDD1,178
GJA1,178
HEBP2,178
CBX3,178
GARS,178
RALA,178
MDH2,178
EIF1AX,178
UXT,178
MAGED1,178
MAGED2,178
PLS3,178
NDUFA1,178
RTL8C,178
CTSB,178
LOXL2,178
ADAM9,178
RAB2A,178
NDUFB9,178
CYC1,178
VPS28,178
DNAJA1,178
DCTN3,178
STOML2,178
SWI5,178
TUBB4B,178
HRAS,178
TSPAN4,178
MTRNR2L8,178
PSMC3,178
TMEM132A,178
FIBP,178
YIF1A,178
PPP1CA,178
NDUFS8,178
NNMT,178
EI24,178
OPTN,178
MSRB2,178
CHCHD1,178
VCL,178
EIF3A,178
C12orf57,178
ZCRB1,178
EIF4B,178
PCBP2,178
COPZ1,178
ITGA5,178
CNPY2,178
DCTN2,178
GTF3A,178
LAMP1,178
APEX1,178
FAM177A1,178
FKBP3,178
HIF1A,178
NPC2,178
DUT,178
FBN1,178
GTF2A2,178
RAB11A,178
LOXL1,178
SELENOS,178
MRPS34,178
SRRM2,178
TNFRSF12A,178
IL32,178
METTL9,178
VKORC1,178
GABARAPL2,178
EMC6,178
RAB34,178
KRT10,178
FKBP10,178
DNAJC7,178
KPNB1,178
SNF8,178
LRRC59,178
DDX5,178
H3F3B,178
SRSF2,178
SNRPD1,178
TMEM230,178
XRN2,178
EIF6,178
ROMO1,178
SCAND1,178
POLR2E,178
NDUFS7,178
LSM7,178
C19orf70,178
PIN1,178
PRDX2,178
TMEM147,178
ACTN4,178
ISOC2,178
MRPL40,178
UFD1,178
ATF4,178
ST13,178
DONSON,178
TTC3-AS1,178
PLOD1,177
ECE1,177
WASF2,177
DNAJC8,177
EBNA1BP2,177
JAK1,177
SRSF11,177
GNAI3,177
CAPZA1,177
PSMD4,177
JTB,177
COPA,177
MPZL1,177
PRRC2C,177
NENF,177
HADHA,177
ATRAID,177
PPM1G,177
PPP1CB,177
EIF5B,177
UBXN4,177
DYNC1I2,177
ZC3H15,177
COL5A2,177
SPATS2L,177
LRRFIP1,177
FLNB,177
THOC7,177
EIF4G1,177
TFRC,177
OCIAD1,177
HNRNPD,177
AIMP1,177
NDUFC1,177
RAI14,177
CTNNA1,177
UBE2D2,177
SRA1,177
G3BP1,177
RARS,177
CLTB,177
LMAN2,177
DBN1,177
TMEM14B,177
NOL7,177
CSNK2B,177
SLC39A7,177
MTCH1,177
PGM3,177
GTF3C6,177
MRPL18,177
ZYX,177
PDIA4,177
PLP2,177
RPL36A,177
TCEAL9,177
PGRMC1,177
BGN,177
FAM50A,177
SARAF,177
TCEA1,177
ELOC,177
FABP5,177
C8orf59,177
NDUFA8,177
MICAL2,177
SF1,177
EFEMP2,177
MRPL11,177
CTTN,177
DCUN1D5,177
ARCN1,177
GDI2,177
ATP5F1C,177
HNRNPF,177
MRPL43,177
PRDX3,177
BCAT1,177
SRSF9,177
MRPL57,177
ESD,177
PSMC1,177
DDX24,177
CRIP2,177
EMC7,177
TMOD3,177
LARP6,177
RCN2,177
IQGAP1,177
TMEM219,177
NQO1,177
PSMD7,177
CYBA,177
SAT2,177
9-Sep,177
SNRPB,177
SNRPB2,177
HM13,177
CTSZ,177
NFIC,177
CLPP,177
ILF3,177
NDUFA13,177
PPP2R1A,177
CHMP2A,177
RANBP1,177
TXN2,177
EIF3D,177
NDUFA6,177
AP001439.1,177
SUMO3,177
SSU72,176
DDOST,176
HMGN2,176
SFPQ,176
MRPS15,176
SH3GLB1,176
SELENOF,176
MLLT11,176
C1orf43,176
HAX1,176
SHC1,176
MPC2,176
NAV1,176
CNIH4,176
ENAH,176
ITGB1BP1,176
ODC1,176
DDX1,176
MRPL33,176
ERLEC1,176
EFEMP1,176
MDH1,176
DDX18,176
PSMD14,176
GOLGA4,176
UQCRC1,176
TFG,176
GOLGB1,176
MRPL3,176
CDV3,176
COPB2,176
USO1,176
MRPL36,176
TAF9,176
TNPO1,176
RHOBTB3,176
SRP19,176
DDX46,176
TNIP1,176
RPL26L1,176
TUBB2A,176
IER3,176
DNPH1,176
MRPL14,176
SEC63,176
AKAP12,176
AP1S1,176
RHEB,176
DNAJB6,176
ATP6AP2,176
TCEAL4,176
LAMP2,176
MCTS1,176
BNIP3L,176
CEBPD,176
TRAM1,176
ZNF706,176
PUF60,176
GRHPR,176
CTSD,176
AHNAK,176
VEGFB,176
CCDC85B,176
MRPL21,176
PFKP,176
ANAPC16,176
ANXA7,176
ANXA11,176
GLRX3,176
BNIP3,176
ARHGDIB,176
KRT18,176
BLOC1S1,176
MYL6B,176
ARL1,176
VPS29,176
DNAJC15,176
FERMT2,176
VTI1B,176
SRSF5,176
PAPOLA,176
EIF5,176
SIVA1,176
MESD,176
UBE2I,176
RSL1D1,176
TGFB1I1,176
VPS35,176
GCSH,176
ANKRD11,176
TCF25,176
TAX1BP3,176
MRPL27,176
VMP1,176
MRPL12,176
SLC16A3,176
RBM39,176
ADRM1,176
PLIN3,176
JUND,176
FKBP8,176
URI1,176
POLR2I,176
MRPS12,176
VASP,176
UBE2S,176
ATP6V1E1,176
CHCHD10,176
XBP1,176
DDX17,176
AP000688.3,176
PDXK,176
FAAP20,175
YARS,175
MAP7D1,175
GNG12,175
SARS,175
PSMA5,175
ATP1A1,175
ACBD3,175
SRSF7,175
DGUOK,175
SUCLG1,175
CYTOR,175
FHL2,175
MIR4435-2HG,175
IMP4,175
OLA1,175
DNAJC10,175
COL3A1,175
SERPINE2,175
ARPC4,175
EMC3,175
BBX,175
CCDC80,175
CNBP,175
MRPL47,175
FXR1,175
DNAJB11,175
UBE2K,175
PALLD,175
H2AFY,175
HNRNPA0,175
LARS,175
GFPT2,175
DEK,175
SYNCRIP,175
ASCC3,175
BCLAF1,175
ABRACL,175
GTF2H5,175
MPLKIP,175
LAMB1,175
SYAP1,175
UBA1,175
MRPL13,175
TSTA3,175
NDUFB6,175
IARS,175
SPTAN1,175
COPB1,175
NDUFV1,175
CCND1,175
COA4,175
TRAPPC4,175
DDX21,175
P4HA1,175
ARL3,175
CDK4,175
C12orf75,175
POLR1D,175
UFM1,175
RSL24D1,175
ANP32A,175
NUPR1,175
FUS,175
ACADVL,175
COPRS,175
MIEN1,175
VAT1,175
GRN,175
NT5C,175
MRPS7,175
MCRIP1,175
CDH2,175
TXNL1,175
ERGIC3,175
TOP1,175
CTSA,175
MRPL4,175
PKN1,175
BLVRB,175
PTTG1IP,175
CAMTA1,174
ID3,174
SRRM1,174
MARCKSL1,174
MACF1,174
UROD,174
JUN,174
ZRANB2,174
GLRX2,174
RAB10,174
TGOLN2,174
NIFK,174
RND3,174
RBMS1,174
TFPI,174
EIF1B,174
SMARCC1,174
RAB7A,174
DHX36,174
LPP,174
PYURF,174
SPCS3,174
NDUFAF2,174
PPIC,174
PPP2CA,174
NDFIP1,174
DPYSL3,174
SERPINB6,174
ECI2,174
SOX4,174
ABCF1,174
HLA-B,174
RRP36,174
HMGN3,174
PCMT1,174
QKI,174
BZW2,174
EIF4H,174
GTF2I,174
CAV1,174
SND1,174
EIF2S3,174
DDX3X,174
ATRX,174
UBE2V2,174
LYPLA1,174
IMPAD1,174
EXT1,174
LY6E,174
DMAC1,174
RRAGA,174
RAD23B,174
ARPC5L,174
C9orf16,174
COL5A1,174
NPDC1,174
MRPL17,174
PARVA,174
ARL2,174
MALAT1,174
RNASEH2C,174
CLNS1A,174
TMEM123,174
DNAJC1,174
CISD1,174
M6PR,174
SCAF11,174
PRR13,174
OSBPL8,174
HSPH1,174
LRP10,174
LTBP2,174
GLRX5,174
MEG3,174
BCL7C,174
MT1E,174
DEF8,174
CTDNEP1,174
PSMD11,174
RAB5C,174
PSMD12,174
PRKAR1A,174
USP14,174
IER3IP1,174
NARS,174
NAA20,174
RALY,174
RAB5IF,174
AP3D1,174
MRPL54,174
RAD23A,174
PSMC4,174
NOP53,174
TRIM28,174
SDF2L1,174
CRELD2,174
DHRS3,173
HSPG2,173
LUZP1,173
AKR1A1,173
AC245595.1,173
QSOX1,173
DHX9,173
EMILIN1,173
MPV17,173
RAB1A,173
STT3B,173
GNL3,173
ALCAM,173
PFN2,173
GOLIM4,173
LRPAP1,173
G3BP2,173
AP3S1,173
IK,173
TAPBP,173
CCDC167,173
GLO1,173
DST,173
PNISR,173
MTHFD1L,173
WTAP,173
C7orf50,173
LSM5,173
POLD2,173
YWHAG,173
SYPL1,173
PDZD11,173
NONO,173
PIN4,173
SLC39A14,173
SDCBP,173
LAPTM4B,173
GPAA1,173
ACO1,173
CHMP5,173
UBE2R2,173
NTMT1,173
SLC3A2,173
PTS,173
RBM17,173
NUDT5,173
CDC123,173
RSU1,173
MGMT,173
CHD4,173
PPFIBP1,173
SLC38A2,173
SPATS2,173
COX14,173
ORMDL2,173
PPP1R12A,173
UBE2N,173
METAP2,173
TXNRD1,173
ZC3H13,173
CFL2,173
RBM25,173
HACD3,173
NPTN,173
RNPS1,173
MVP,173
DYNC1LI2,173
MYO1C,173
TMEM256,173
SKA2,173
GRB2,173
SPHK1,173
ROCK1,173
TPGS2,173
MBD2,173
CSNK2A1,173
SERINC3,173
STAU1,173
RTF2,173
ALKBH7,173
SMARCA4,173
DDA1,173
CCDC124,173
GPI,173
NUCB1,173
SLC25A1,173
RTCB,173
KDELR3,173
ERVH48-1,173
ISG15,172
FBLIM1,172
TRAPPC3,172
PLEKHO1,172
NES,172
CACYBP,172
PHLDA3,172
BOLA3,172
MTHFD2,172
CHMP3,172
MMADHC,172
PPIG,172
NCKAP1,172
NDUFA10,172
DPH3,172
FOXP1,172
MTRNR2L12,172
ZBTB38,172
PTX3,172
KPNA4,172
PDCD10,172
UGDH,172
MRPS18C,172
SMARCA5,172
PDLIM3,172
TARS,172
PDLIM4,172
CAMLG,172
PFDN1,172
PPP1R18,172
LSM2,172
RPL7L1,172
YIPF3,172
NT5E,172
TFPI2,172
NAMPT,172
CAPZA2,172
FLNC,172
UBE2H,172
SRPX,172
HSD17B10,172
DPYSL2,172
VDAC3,172
COPS5,172
GRINA,172
RAB14,172
ENG,172
NCS1,172
SSNA1,172
CREB3L1,172
SSRP1,172
NEAT1,172
GTPBP4,172
HNRNPH3,172
PWP1,172
ATP2A2,172
UCHL3,172
ARGLU1,172
PSME1,172
SRP54,172
PSMC6,172
YY1,172
EIF3J,172
COPS2,172
ETFA,172
MRPS11,172
MRPL28,172
MAZ,172
BRD7,172
PAFAH1B1,172
SLC25A11,172
SLC35B1,172
CENPX,172
RAB31,172
NOP56,172
SMIM26,172
SLC2A4RG,172
BRD4,172
COLGALT1,172
ERCC1,172
TMEM160,172
EHD2,172
COMT,172
YWHAH,172
SMDT1,172
YTHDF2,171
LEPROT,171
TYW3,171
IFI16,171
PEA15,171
SDHC,171
TMCO1,171
MRPL55,171
LTBP1,171
MFF,171
PPP1R7,171
CTNNB1,171
RPN1,171
U2SURP,171
EIF4A2,171
CCDC50,171
NCBP2,171
MXD4,171
PDLIM5,171
LARP1,171
MRPL22,171
CLINT1,171
STC2,171
HNRNPH1,171
PTP4A1,171
EIF3B,171
MALSU1,171
PSMA2,171
PSMC2,171
FAM3C,171
TUSC3,171
LSM1,171
MRPL15,171
MAF1,171
NANS,171
NDUFS3,171
TAF1D,171
CWC15,171
YME1L1,171
RGS10,171
TNFRSF1A,171
LTBR,171
GOLT1B,171
ERGIC2,171
SHMT2,171
TMBIM4,171
MPHOSPH8,171
N4BP2L2,171
SUGT1,171
DNAJC3,171
CARS2,171
CHMP4A,171
SEC23A,171
PNN,171
HDGFL3,171
CDH11,171
GLG1,171
SPAG7,171
MYH10,171
WSB1,171
P3H4,171
SLC25A39,171
PSMG2,171
RBCK1,171
MAPRE1,171
AHCY,171
PFDN4,171
PRKCSH,171
JUNB,171
TECR,171
HNRNPUL1,171
SNRNP70,171
RCN3,171
JOSD2,171
RBFOX2,171
AGTRAP,170
ZCCHC17,170
PABPC4,170
SCP2,170
HSPB11,170
PHGDH,170
ANP32E,170
DDR2,170
ADI1,170
EIF2AK2,170
RHOQ,170
AUP1,170
TADA3,170
PRKAR2A,170
IMPDH2,170
PSMD6,170
BOD1L1,170
DAB2,170
TTC37,170
ETF1,170
NR3C1,170
AGPAT1,170
VEGFA,170
CDC5L,170
HDAC2,170
DBNL,170
SBDS,170
AKAP9,170
MRPS33,170
ARMCX3,170
VBP1,170
DCAF13,170
SQLE,170
B4GALT1,170
ZFAND5,170
RABL6,170
CARS,170
TRIM44,170
DDB1,170
STIP1,170
CDK2AP2,170
CLMP,170
WAC,170
SLC38A1,170
ARF3,170
ATG101,170
BTG1,170
DENR,170
IPO5,170
C14orf119,170
CNIH1,170
ZFP36L1,170
EIF2AK4,170
RTF1,170
HERPUD1,170
ATP6V0D1,170
NT5C3B,170
ACLY,170
NFE2L1,170
LUC7L3,170
METRNL,170
RALBP1,170
CPNE1,170
FAM210B,170
ELAVL1,170
FBL,170
TGFB1,170
NECTIN2,170
CLEC11A,170
PRPF31,170
EPN1,170
EWSR1,170
MT-ND4L,170
HP1BP3,169
EIF4G3,169
SRSF10,169
ZNF593,169
SF3A3,169
UTP11,169
NRDC,169
LMO4,169
PRPF38B,169
AHCYL1,169
MCL1,169
KRTCAP2,169
ACBD6,169
CEP170,169
RNASEH1,169
HADHB,169
NRBP1,169
DPY30,169
COMMD1,169
ANXA4,169
VAMP5,169
IMMT,169
NFE2L2,169
UBE2E3,169
GLT8D1,169
PPP4R2,169
PCNP,169
COX17,169
EIF2A,169
DNAJC19,169
ALG3,169
POLR2H,169
PAICS,169
GRSF1,169
CISD2,169
ABCE1,169
ZFR,169
TMED7,169
SAR1B,169
DUSP1,169
CTGF,169
PERP,169
BCAP29,169
UBE2A,169
RTL8A,169
RB1CC1,169
DERL1,169
SURF1,169
EGFL7,169
DPP7,169
CAPRIN1,169
MTCH2,169
GANAB,169
TMEM179B,169
RTN3,169
HIKESHI,169
CUEDC2,169
NDUFA9,169
HEBP1,169
PAWR,169
SUPT16H,169
NEMF,169
SNW1,169
COMMD4,169
ECI1,169
CHD9,169
IFT20,169
ZNF207,169
VPS25,169
SUPT4H1,169
CCDC47,169
LGALS3BP,169
APMAP,169
DAZAP1,169
SMIM7,169
NR2F6,169
NAPA,169
MYADM,169
DESI1,169
ATXN10,169
AKR7A2,168
B4GALT2,168
ADGRL4,168
CNN3,168
UAP1,168
TIPRL,168
PARP1,168
GALNT2,168
ARID4B,168
IAH1,168
SNX17,168
UGP2,168
MOB1A,168
CHCHD5,168
NRP2,168
SP100,168
HIGD1A,168
RUVBL1,168
MFSD10,168
DHX29,168
PLK2,168
F2R,168
EDIL3,168
PJA2,168
PAIP2,168
CYSTM1,168
ZMAT2,168
SRPK1,168
ECHDC1,168
FUCA2,168
THBS2,168
BAZ1B,168
POP7,168
PLOD3,168
CAV2,168
NDUFA5,168
PBDC1,168
ACSL4,168
RBMX,168
EMD,168
G6PD,168
PPP2CB,168
POLR2K,168
ST3GAL1,168
MSANTD3,168
PTGR1,168
PTGES2,168
GOLGA2,168
NAP1L4,168
FADS1,168
UQCC3,168
BAD,168
AAMDC,168
KLF6,168
PAPSS2,168
PTEN,168
BUB3,168
ADAM12,168
EEA1,168
PTPN11,168
ANAPC5,168
NFKBIA,168
RDH11,168
UBE3A,168
ADAM10,168
LACTB,168
IMP3,168
TSR3,168
PPP4C,168
DNAJA2,168
TERF2IP,168
USP22,168
AP2B1,168
SPAG9,168
MRPS23,168
BPTF,168
RPL17,168
PSMF1,168
MRPS26,168
CD320,168
GIPC1,168
BABAM1,168
KXD1,168
UBA2,168
PSENEN,168
PLD3,168
CCT8,168
SYF2,167
SRSF4,167
HDAC1,167
LSM10,167
ELOVL1,167
ERI3,167
BTF3L4,167
MRPL37,167
CYR61,167
SLC39A1,167
MTX1,167
RNF187,167
PLEKHB2,167
DARS,167
TNFAIP6,167
ORMDL1,167
NDUFB3,167
STK25,167
NAA50,167
IGF2BP2,167
TRA2B,167
OCIAD2,167
SGCB,167
SEC24D,167
MED10,167
DNAJC21,167
PELO,167
HLA-E,167
MRPS10,167
HDDC2,167
AEBP1,167
YKT6,167
TMEM248,167
ACOT9,167
VMA21,167
IDH3G,167
ATP6AP1,167
FUNDC2,167
CNOT7,167
SLC25A37,167
HOOK3,167
PLEC,167
PSIP1,167
GLIPR2,167
AGPAT2,167
IPO7,167
RSF1,167
CCDC90B,167
PICALM,167
